Label,Notation,Parent Notation,Sort Priority
"PRODUCTS OF AGRICULTURE, FORESTRY AND FISHING",A,,1
"Products of agriculture, hunting and related services",01,A,2
Non-perennial crops,01.1,01,3
"Cereals (except rice), leguminous crops and oil seeds",01.11,01.1,4
Wheat,01.11.1,01.11,5
Durum wheat,01.11.11,01.11.1,6
"Wheat, except durum wheat",01.11.12,01.11.1,7
Maize,01.11.2,01.11,8
Maize,01.11.20,01.11.2,9
"Barley, rye and oats",01.11.3,01.11,10
Barley,01.11.31,01.11.3,11
Rye,01.11.32,01.11.3,12
Oats,01.11.33,01.11.3,13
"Sorghum, millet and other cereals",01.11.4,01.11,14
Sorghum,01.11.41,01.11.4,15
Millet,01.11.42,01.11.4,16
Other cereals,01.11.49,01.11.4,17
Cereals straw and husks,01.11.5,01.11,18
Cereals straw and husks,01.11.50,01.11.5,19
Green leguminous vegetables,01.11.6,01.11,20
"Beans, green",01.11.61,01.11.6,21
"Peas, green",01.11.62,01.11.6,22
Other green leguminous vegetables,01.11.69,01.11.6,23
Dried leguminous vegetables,01.11.7,01.11,24
"Beans, dry",01.11.71,01.11.7,25
"Broad beans, dry",01.11.72,01.11.7,26
"Chick peas, dry",01.11.73,01.11.7,27
"Lentils, dry",01.11.74,01.11.7,28
"Peas, dry",01.11.75,01.11.7,29
Pulses (dried leguminous vegetables) n.e.c.,01.11.79,01.11.7,30
"Soya beans, groundnuts and cotton seed",01.11.8,01.11,31
Soya beans,01.11.81,01.11.8,32
"Groundnuts, in shell",01.11.82,01.11.8,33
"Groundnuts, shelled",01.11.83,01.11.8,34
Cotton seed,01.11.84,01.11.8,35
Other oil seeds,01.11.9,01.11,36
Lin seed,01.11.91,01.11.9,37
Mustard seed,01.11.92,01.11.9,38
Rape or colza seed,01.11.93,01.11.9,39
Sesame seed,01.11.94,01.11.9,40
Sunflower seed,01.11.95,01.11.9,41
Other oil seeds n.e.c.,01.11.99,01.11.9,42
"Rice, not husked",01.12,01.1,43
"Rice, not husked",01.12.1,01.12,44
"Rice, not husked",01.12.10,01.12.1,45
"Vegetables and melons, roots and tubers",01.13,01.1,46
Leafy or stem vegetables,01.13.1,01.13,47
Asparagus,01.13.11,01.13.1,48
Cabbages,01.13.12,01.13.1,49
Cauliflowers and broccoli,01.13.13,01.13.1,50
Lettuce,01.13.14,01.13.1,51
Chicory,01.13.15,01.13.1,52
Spinach,01.13.16,01.13.1,53
Artichokes,01.13.17,01.13.1,54
Other leafy or stem vegetables,01.13.19,01.13.1,55
Melons,01.13.2,01.13,56
Watermelons,01.13.21,01.13.2,57
Other melons,01.13.29,01.13.2,58
Other fruit-bearing vegetables,01.13.3,01.13,59
"Chillies and peppers, green (only capsicum)",01.13.31,01.13.3,60
Cucumbers and gherkins,01.13.32,01.13.3,61
Eggplants (aubergines),01.13.33,01.13.3,62
Tomatoes,01.13.34,01.13.3,63
